,strain,barcode,batch,sequencing_summary,cross,cross_color,timepoint_filter,diploid_filter,identity_filter,path,ref_name,ref,ref_mt,subg_idx,subg,s_subg,quick_map,ref_chroder
C26.MSH-604,C26,BC24,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode24/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C26.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C44.MSH-604,C44,BC18,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode18/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C44.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C49.MSH-604,C49,BC23,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode23/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C49.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C57.MSH-604,C57,BC20,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode20/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C57.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C77.MSH-604,C77,BC09,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode09/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C77.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I12.MSH-604,I12,BC19,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode19/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I12.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A6.MSH-604,A6,BC04,batch3,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/20190827_1901_MN28889_FAK76872_41765205/sequencing_summary/MT-110688_20190827_150145_FAK76872_minion_sequencing_run_batch3_sequencing_summary.txt,BC1,dodgerblue,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/2019*/barcoder/barcode04/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A6.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A68.MSH-604,A68,BC12,batch3,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/20190827_1901_MN28889_FAK76872_41765205/sequencing_summary/MT-110688_20190827_150145_FAK76872_minion_sequencing_run_batch3_sequencing_summary.txt,BC1,dodgerblue,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/2019*/barcoder/barcode12/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A68.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B23.MSH-604,B23,BC06,batch3,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/20190827_1901_MN28889_FAK76872_41765205/sequencing_summary/MT-110688_20190827_150145_FAK76872_minion_sequencing_run_batch3_sequencing_summary.txt,BA1,limegreen,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/2019*/barcoder/barcode06/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B23.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B7.MSH-604,B7,BC19,batch3,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/20190827_1901_MN28889_FAK76872_41765205/sequencing_summary/MT-110688_20190827_150145_FAK76872_minion_sequencing_run_batch3_sequencing_summary.txt,BA1,limegreen,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/2019*/barcoder/barcode19/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B7.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B75.MSH-604,B75,BC11,batch3,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/20190827_1901_MN28889_FAK76872_41765205/sequencing_summary/MT-110688_20190827_150145_FAK76872_minion_sequencing_run_batch3_sequencing_summary.txt,BA1,limegreen,True,True,False,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/2019*/barcoder/barcode11/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B75.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C20.MSH-604,C20,BC07,batch3,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/20190827_1901_MN28889_FAK76872_41765205/sequencing_summary/MT-110688_20190827_150145_FAK76872_minion_sequencing_run_batch3_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/2019*/barcoder/barcode07/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C20.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I15.MSH-604,I15,BC10,batch3,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/20190827_1901_MN28889_FAK76872_41765205/sequencing_summary/MT-110688_20190827_150145_FAK76872_minion_sequencing_run_batch3_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/2019*/barcoder/barcode10/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I15.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I43.MSH-604,I43,BC14,batch3,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/20190827_1901_MN28889_FAK76872_41765205/sequencing_summary/MT-110688_20190827_150145_FAK76872_minion_sequencing_run_batch3_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/2019*/barcoder/barcode14/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I43.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I45.MSH-604,I45,BC03,batch3,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/20190827_1901_MN28889_FAK76872_41765205/sequencing_summary/MT-110688_20190827_150145_FAK76872_minion_sequencing_run_batch3_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/2019*/barcoder/barcode03/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I45.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A17.MSH-604,A17,BC09,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BC1,dodgerblue,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode09/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A17.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A50.MSH-604,A50,BC15,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BC1,dodgerblue,True,False,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode15/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A50.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A88.MSH-604,A88,BC05,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BC1,dodgerblue,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode05/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A88.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B2.MSH-604,B2,BC23,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BA1,limegreen,True,False,False,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode23/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B2.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C31.MSH-604,C31,BC04,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode04/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C31.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C46.MSH-604,C46,BC02,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode02/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C46.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I38.MSH-604,I38,BC12,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode12/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I38.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B29.MSH-604,B29,BC23,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,BA1,limegreen,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode23/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B29.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B96.MSH-604,B96,BC17,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,BA1,limegreen,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode17/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B96.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C37.MSH-604,C37,BC21,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode21/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C37.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I2.MSH-604,I2,BC09,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode09/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I2.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I21.MSH-604,I21,BC11,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode11/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I21.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A30.MSH-604,A30,BC21,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BC1,dodgerblue,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode21/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A30.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B28.MSH-604,B28,BC22,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BA1,limegreen,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode22/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B28.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B47.MSH-604,B47,BC01,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BA1,limegreen,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode01/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B47.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B67.MSH-604,B67,BC02,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BA1,limegreen,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode02/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B67.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B71.MSH-604,B71,BC24,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BA1,limegreen,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode24/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B71.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C12.MSH-604,C12,BC18,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode18/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C12.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C70.MSH-604,C70,BC13,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode13/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C70.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I33.MSH-604,I33,BC20,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode20/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I33.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I8.MSH-604,I8,BC17,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode17/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I8.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I14.MSH-604,I14,BC11,batch7,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/20191023_2108_MN28889_FAL15375_f9afbd6e/sequencing_summary/MT-110688_20191023_170901_FAL15375_minion_sequencing_run_batch7_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/2019*/barcoder/barcode11/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I14.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I37.MSH-604,I37,BC09,batch7,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/20191023_2108_MN28889_FAL15375_f9afbd6e/sequencing_summary/MT-110688_20191023_170901_FAL15375_minion_sequencing_run_batch7_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/2019*/barcoder/barcode09/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I37.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
D17.UWOPS-91-202,D17,BC22,batch1,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/20190814_1952_MN28889_FAK65623_343b0508/sequencing_summary/MT-110688_20190814_155259_FAK65623_minion_sequencing_run_batch1_sequencing_summary.txt,BC2,blue,True,False,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/2019*/barcoder/barcode22/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,UWOPS-91-202,D17.UWOPS-91-202,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/UWOPS-91-202.chromosomes.fasta
